(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(5)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(415)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(420)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(426)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(435)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(437)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(438)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(441)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(442)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(446)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(447)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(448)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(449)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(451)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(454)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(455)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(462)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(463)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(466)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(467)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(471)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(477)), {C=0.000999222826690352, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(479)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(485)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(487)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(490)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(492)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(498)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(499)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(501)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(502)), {C=0.000999222826690352, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(504)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(505)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(517)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(520)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(523)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(525)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(526)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(527)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(532)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(534)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(536)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(537)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(538)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(543)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(547)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(548)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(551)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(559)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(562)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(565)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(567)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(568)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(573)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(576)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(577)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(581)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(582)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(584)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(592)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(600)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(601)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(604)), {C=0.000999222826690352, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(606)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(608)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(609)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(610)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(611)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(613)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(615)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(616)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(618)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(620)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(623)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(643)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(648)), {C=0.000999222826690352, S=0.0008754012255617158}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(651)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(654)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(660)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(664)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(669)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(671)), {C=0.0008881980681692018, S=0.0007781344227215252}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(674)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(679)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(681)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(683)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(686)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(687)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(690)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(693)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(698)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(701)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(710)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(712)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(715)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(721)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(723)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(727)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(730)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(743)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(748)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(750)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(765)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(769)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(775)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(779)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(794)), {C=0.0006661485511269013, S=0.0005836008170411438}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(802)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(804)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(808)), {C=0.0005551237926057511, S=0.00048633401420095323}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(810)), {C=0.0007771733096480515, S=0.0006808676198813345}
(country(USA))(yearly_salary($70K - $90K))(marital_status(M)) --> (buy(815)), {C=0.0006661485511269013, S=0.0005836008170411438}
