(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(2)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(434)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(447)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(450)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(451)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(453)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(458)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(465)), {C=0.0008044243338360986, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(473)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(475)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(480)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(484)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(493)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(501)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(505)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(519)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(521)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(524)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(529)), {C=0.0008044243338360986, S=0.0007781344227215252}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(541)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(564)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(567)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(573)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(574)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(599)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(600)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(601)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(609)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(612)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(614)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(620)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(622)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(629)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(636)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(640)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(642)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(644)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(645)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(649)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(668)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(684)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(685)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(690)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(692)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(693)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(696)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(700)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(733)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(735)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(737)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(744)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(757)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(761)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(763)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(779)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(791)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(797)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(801)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(804)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(814)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(828)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(834)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(836)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(839)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(844)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(848)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(849)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(850)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(864)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(890)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(895)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(896)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(905)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(915)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(920)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(925)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(926)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(927)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(928)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(929)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(945)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(946)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(952)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(960)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(970)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(976)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(988)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(992)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(995)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(996)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1002)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1011)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1018)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1024)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1026)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1040)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1044)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1045)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1063)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1084)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1097)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1106)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1107)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1114)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1121)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1151)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1153)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1161)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1162)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1179)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1183)), {C=0.0006033182503770739, S=0.0005836008170411438}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1184)), {C=0.0005027652086475616, S=0.00048633401420095323}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1193)), {C=0.0007038712921065862, S=0.0006808676198813345}
(gender(Female))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(Y)) --> (buy(1199)), {C=0.0006033182503770739, S=0.0005836008170411438}
