(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(12)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(630)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(631)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(644)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(657)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(658)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(659)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(671)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(679)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(683)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(689)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(697)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(707)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(723)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(747)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(751)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(760)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(771)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(774)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(777)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(813)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(814)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(821)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(826)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(834)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(839)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(856)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(858)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(862)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(865)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(868)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(872)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(882)), {C=0.0007148692810457516, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(895)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(905)), {C=0.0009191176470588236, S=0.0008754012255617158}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(906)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(922)), {C=0.0008169934640522876, S=0.0007781344227215252}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(930)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(948)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(950)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(952)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(954)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(957)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(960)), {C=0.0007148692810457516, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(961)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(970)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(972)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(975)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(977)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1000)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1009)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1018)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1037)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1044)), {C=0.0007148692810457516, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1047)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1068)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1086)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1101)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1104)), {C=0.0010212418300653595, S=0.0009726680284019065}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1108)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1117)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1127)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1129)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1133)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1145)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1150)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1152)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1155)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1160)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1171)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1193)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1203)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1205)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1211)), {C=0.0007148692810457516, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1224)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1231)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1243)), {C=0.0007148692810457516, S=0.0006808676198813345}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1245)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1281)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1288)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1295)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1305)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1311)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1322)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1323)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1326)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1327)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1332)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1351)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1358)), {C=0.0006127450980392157, S=0.0005836008170411438}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1364)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1376)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1377)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1381)), {C=0.0005106209150326798, S=0.00048633401420095323}
(gender(Male))(country(USA))(yearly_salary($30K - $50K))(education(High School Degree))(house_owner(N)) --> (buy(1389)), {C=0.0010212418300653595, S=0.0009726680284019065}
